Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
299,909455030,120,RM,35.0,3907,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,36,0,0,0,0,,,,0,4,2010,WD ,Normal,185000
300,909455040,120,RM,35.0,3907,Pave,,IR1,HLS,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0,1191,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,112,81,0,0,0,0,,,,0,3,2010,WD ,Normal,162500
301,909475140,20,RL,100.0,15602,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,,GdWo,,0,3,2010,WD ,Normal,289000
302,910202060,50,RM,40.0,5436,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,61.0,796.0,GasA,Gd,Y,SBrkr,796,358,0,1154,1.0,0.0,1,0,3,1,Gd,7,Typ,0,,Detchd,1922.0,Unf,1.0,240.0,TA,TA,N,0,96,0,0,0,0,,MnPrv,,0,5,2010,WD ,Normal,125500
303,910203250,30,RM,58.0,8154,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,480.0,Unf,0.0,0.0,480.0,GasA,TA,Y,SBrkr,540,0,0,540,0.0,0.0,1,0,1,1,TA,4,Typ,0,,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,0,0,0,0,0,0,,,,0,4,2010,ConLw,Normal,82000
304,910205120,50,RM,50.0,9140,Pave,,Reg,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,308.0,Unf,0.0,321.0,629.0,GasA,Fa,Y,SBrkr,727,380,0,1107,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1950.0,Unf,1.0,625.0,TA,TA,Y,0,56,0,0,200,0,,MnPrv,,0,4,2010,COD,Normal,110000
305,911128180,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,30,0,164,0,0,0,,,,0,4,2010,COD,Abnorml,68400
306,911202100,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,859.0,859.0,GasA,Gd,Y,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,TA,7,Typ,0,,Detchd,1964.0,RFn,1.0,384.0,TA,TA,N,68,0,98,0,0,0,,,,0,1,2010,WD ,Abnorml,102776
307,911204090,20,C (all),66.0,8712,Grvl,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,540.0,540.0,GasA,TA,N,FuseA,1044,0,0,1044,0.0,0.0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,,,Shed,54,6,2010,WD ,Alloca,55993
308,911204100,30,C (all),66.0,8712,Grvl,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,952,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,0,,,,0,6,2010,WD ,Alloca,50138
309,911370510,120,RM,44.0,3811,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,0,,,,0,5,2010,WD ,Normal,246000
310,914467040,60,RL,85.0,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,0,,,,0,5,2010,WD ,Normal,254900
311,914475090,80,RL,74.0,9620,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,564.0,1243.0,GasA,TA,Y,SBrkr,1285,0,0,1285,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375,26,0,0,0,0,,GdPrv,Shed,80,5,2010,WD ,Normal,190000
312,914476520,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,0,0,,,,0,4,2010,WD ,Normal,201000
313,914478045,80,RL,,12328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,TA,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2010,WD ,Normal,169900
314,914478110,90,RL,,12760,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,TA,9,Typ,0,,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,ConLD,Normal,170000
315,916125360,20,RL,,57200,Pave,,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,353.0,Rec,334.0,60.0,747.0,GasA,TA,Y,SBrkr,1687,0,0,1687,1.0,0.0,1,0,3,1,TA,7,Min1,2,TA,Detchd,1966.0,Unf,2.0,572.0,TA,TA,N,0,0,50,0,0,0,,,,0,6,2010,WD ,Normal,160000
316,916386010,20,RL,88.0,11896,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1346,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,0,,,,0,5,2010,WD ,Normal,220000
317,916386020,20,RL,73.0,9803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0,25,0,0,0,0,,,,0,1,2010,New,Partial,179781
318,916386060,60,RL,73.0,9802,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,700,0,1444,0.0,0.0,2,1,3,1,TA,7,Typ,0,,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,,,,0,4,2010,WD ,Normal,174000
319,916386090,60,RL,92.0,12003,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,,,,0,5,2010,New,Partial,269500
320,916455170,60,RL,80.0,11316,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,193.0,817.0,GasA,Ex,Y,SBrkr,824,1070,0,1894,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,510.0,TA,TA,Y,0,40,0,0,0,0,,,,0,2,2010,WD ,Normal,214900
321,916475110,60,RL,85.0,14191,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Ex,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,Gd,9,Typ,0,,Attchd,2002.0,Fin,2.0,431.0,TA,TA,Y,135,0,0,0,0,0,,,,0,4,2010,WD ,Normal,202900
322,921128020,20,RL,89.0,13214,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,0,0,,,,0,5,2010,WD ,Normal,378500
323,923201020,20,RL,85.0,15300,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0,1264,1.0,0.0,1,0,2,1,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,169000
324,923202105,20,RL,93.0,10114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,WD ,Normal,173500
325,923204150,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,912,0,1824,0.0,0.0,2,2,4,2,TA,8,Typ,0,,,,,0.0,0.0,,,Y,128,0,0,0,0,0,,,,0,4,2010,WD ,Normal,139000
326,923205015,20,RL,,11875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,328,0,0,0,0,0,,,,0,6,2010,WD ,Normal,166500
327,923225300,160,RM,,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,212.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1973.0,RFn,1.0,286.0,TA,TA,Y,120,96,0,0,0,0,,,,0,5,2010,WD ,Normal,83500
328,923225390,120,RM,31.0,2394,Pave,,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,915.0,Unf,0.0,30.0,945.0,GasA,Ex,Y,SBrkr,945,0,0,945,1.0,1.0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1973.0,RFn,1.0,253.0,TA,TA,Y,174,0,56,0,108,0,,,,0,5,2010,WD ,Normal,119500
329,923225440,160,RM,36.0,2592,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129.0,BLQ,232.0,175.0,536.0,GasA,TA,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,TA,4,Typ,0,,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,182,0,0,0,0,0,,,,0,4,2010,WD ,Normal,85000
330,923226250,160,RM,21.0,1476,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,200,26,0,0,0,0,,,,0,3,2010,WD ,Normal,76000
331,923226320,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150.0,GLQ,480.0,0.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,,,,,0.0,0.0,,,Y,96,24,0,0,0,0,,,,0,5,2010,WD ,Normal,75500
332,923228270,160,RM,21.0,1900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,88250
333,923228370,160,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,294.0,Unf,0.0,252.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1.0,286.0,TA,TA,Y,0,0,64,0,0,0,,,,0,6,2010,WD ,Normal,85500
334,923230190,20,RL,50.0,6953,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,874,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1971.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,ConLD,Normal,130000
335,923251080,20,RL,,26142,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,TA,TA,No,Rec,593.0,Unf,0.0,595.0,1188.0,GasA,TA,Y,SBrkr,1188,0,0,1188,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,312.0,TA,TA,P,261,39,0,0,0,0,,,,0,4,2010,WD ,Normal,157900
336,923276030,20,RL,76.0,12887,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,833,1.0,0.0,1,0,2,1,Gd,5,Typ,0,,Attchd,1984.0,Unf,2.0,495.0,TA,TA,Y,431,0,0,0,0,0,,MnPrv,,0,4,2010,WD ,Normal,149900
337,923276250,90,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,2432,0.0,0.0,4,2,4,2,TA,10,Typ,0,,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,0,0,0,0,0,,,Shed,600,2,2010,WD ,Normal,159000
338,923426070,60,RL,63.0,10475,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,0.0,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,0,1274,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1993.0,Unf,2.0,576.0,TA,TA,Y,22,0,0,0,0,0,,GdWo,,0,3,2010,WD ,Normal,136000
339,924100050,50,RL,68.0,10544,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,476.0,Unf,0.0,388.0,864.0,GasA,TA,Y,SBrkr,864,615,0,1479,0.0,0.0,2,0,5,1,TA,8,Typ,0,,Attchd,1969.0,Fin,1.0,275.0,TA,TA,Y,287,0,280,0,0,0,,,,0,4,2010,WD ,Normal,161000
340,924151040,20,RL,76.0,9892,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341.0,LwQ,284.0,54.0,1679.0,GasA,Ex,Y,SBrkr,1803,0,0,1803,1.0,1.0,2,1,3,1,Gd,6,Typ,2,TA,Attchd,1994.0,Unf,2.0,482.0,TA,TA,Y,129,64,222,0,0,0,,GdWo,,0,2,2010,WD ,Normal,285000
341,924152030,60,RL,74.0,12961,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,0.0,208.0,1152.0,GasA,Ex,Y,SBrkr,1152,645,0,1797,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,312,0,0,0,0,,,,0,3,2010,WD ,Normal,231000
342,526302110,20,RL,74.0,13008,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,No,Rec,564.0,Unf,0.0,318.0,882.0,GasA,TA,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,502.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD ,Normal,124500
343,526351100,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440.0,TA,TA,CBlock,TA,TA,No,LwQ,844.0,Unf,0.0,590.0,1434.0,GasA,TA,Y,SBrkr,1434,0,0,1434,1.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,80,21,0,0,0,0,,,,0,6,2009,WD ,Normal,157000
344,526355080,80,RL,75.0,13860,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410.0,Unf,0.0,542.0,1952.0,GasA,Gd,Y,SBrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2.0,538.0,TA,TA,Y,269,111,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,345000
345,527105070,60,RL,88.0,10179,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,847.0,Unf,0.0,98.0,945.0,GasA,Ex,Y,SBrkr,945,663,0,1608,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,252,30,0,0,0,0,,,,0,7,2009,WD ,Normal,189500
346,527105130,60,RL,,11792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,0.0,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,0,2283,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,0,0,,,,0,8,2009,WD ,Normal,270000
347,527107130,80,RL,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0.0,100.0,384.0,GasA,Gd,Y,SBrkr,958,670,0,1628,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1996.0,Fin,2.0,390.0,TA,TA,Y,48,72,0,0,0,0,,,Shed,490,6,2009,WD ,Normal,189000
